,NUMERO,NOM_VOIE,CODE_POSTAL,NOM_COMMUNE,id
993,159,Chemin de Coste-Garianne,05260,Saint-LÃ©ger-les-MÃ©lÃ¨zes,993
994,430,Chemin Neuf,05100,NÃ©vache,994
995,42,Impasse des Clapiers,05230,Chorges,995
996,7,Route de Sachas,05120,Saint-Martin-de-QueyriÃ¨res,996
997,127,Rue FÃ©lix Neff,05310,FreissiniÃ¨res,997
998,7,Ruelle du Chateau,05190,ThÃ©us,998
999,176,Avenue du ChÃ¢teau,05200,Crots,999
1000,4221,Route de Grasse,06330,Roquefort-les-Pins,1000
1001,16,Rue de lâ€™Anc Palais de Justice,06130,Grasse,1001
1002,424,Route du Vieux Moulin,06830,Bonson,1002
1003,766,Chemin de la Valmasque,06600,Antibes,1003
1004,8,Rue du Haut Castelet,06600,Antibes,1004
1005,103,Route des Clausonnes,06410,Biot,1005
1006,61,Chemin des ConfrÃ©ries,06130,Grasse,1006
1007,224,Boulevard de la Madeleine,06000,Nice,1007
1008,367,Chemin de CrÃ©mat,06200,Nice,1008
1009,204,Allee des Bosquets,06330,Roquefort-les-Pins,1009
1010,8,Chemin des Pins,06530,Peymeinade,1010
1011,2,Rue de la Baume,06910,Sigale,1011
1012,101,Chemin de Golfan,06200,Nice,1012
1013,11,Rue Henri Charpentier,06390,Contes,1013
1014,740,Chemin des Planasteaux,06530,Le Tignet,1014
1015,101,Chemin de la Luona,06480,La Colle-sur-Loup,1015
1016,39,Rue Droite,06130,Grasse,1016
1017,3,Place Du-barri,06130,Grasse,1017
1018,143,Route de la Colle de Revel,06690,Tourrette-Levens,1018
1019,78,Route de Saint-Laurent,06610,La Gaude,1019
1020,9,Rue des CarriÃ¨res,06130,Grasse,1020
1021,508,Chemin de la Combe de Garri,06530,Saint-CÃ©zaire-sur-Siagne,1021
1022,56,Avenue des Bleuets,06600,Antibes,1022
1023,120,Chemin du Baou des Noirs,06140,Vence,1023
1024,985,chemin du serrier n 13,06320,La Turbie,1024
1025,5,Route Sainte Marie,06380,Sospel,1025
1026,8,Boulevard de la Turbie,06240,Beausoleil,1026
1027,93,Chemin de la Vignasse,06550,La Roquette-sur-Siagne,1027
1028,280,Route de Bellet,06200,Nice,1028
1029,16,Avenue de la 1ere Dfl,06380,Sospel,1029
1030,350,Avenue Jules Romains,06100,Nice,1030
1031,169,Avenue Colonel MeyÃ¨re,06140,Vence,1031
1032,9,Rue de la Porte-basse,06740,ChÃ¢teauneuf-Grasse,1032
1033,39,Rue du Poilu,06230,Villefranche-sur-Mer,1033
1034,24,Chemin de la Colle,06160,Antibes,1034
1035,5,Rue de l'Ecole,06670,Saint-Blaise,1035
1036,16,Traverse du Barri,06560,Valbonne,1036
1037,32,Avenue de la Bastide,06520,Grasse,1037
1038,243,Chemin de Saquier,06200,Nice,1038
1039,60,Avenue de la Lanterne,06200,Nice,1039
1040,8,Allee des Ormeaux,06130,Grasse,1040
1041,20,Boulevard Jean Hibert,06400,Cannes,1041
1042,549,Chemin de Saint-jeaume,06740,ChÃ¢teauneuf-Grasse,1042
1043,20,Rue des Plattes,06470,Beuil,1043
1044,77,Boulevard ClÃ©ment Rebuffel,06250,Mougins,1044
1045,6,Allee des Chenes,06560,Valbonne,1045
1046,4,Chemin des CarriÃ¨res de Saint-Philippe,06100,Nice,1046
1047,1563,Route du Cairos,06540,Saorge,1047
1048,15,Chemin des Trucs,06650,Le Rouret,1048
1049,424,AllÃ©e de la Roseraie,06250,Mougins,1049
1050,4,Rue Louis Pastour,06400,Cannes,1050
1051,45,Chemin de Draguignan,06750,Valderoure,1051
1052,34,Chemin des Pierres de Moulin,06650,Le Rouret,1052
1053,771,Avenue Borriglione,06390,Contes,1053
1054,27,Avenue Commandant Galliache,06200,Nice,1054
1055,74,Avenue de Nice,06600,Antibes,1055
1056,315,Chemin Saint Andrieux,06620,Le Bar-sur-Loup,1056
1057,4,Impasse des Jardins,06750,Valderoure,1057
1058,14,Ruelle des PrÃ©s,06000,Nice,1058
1059,7,Impasse de la Lauve Magagnosc,06520,Grasse,1059
1060,106,Boulevard de la Croisette,06400,Cannes,1060
1061,297,Avenue de Fabron,06200,Nice,1061
1062,5,Rue du SÃ©nat,06300,Nice,1062
1063,2,Rue du Pont de France,06910,RoquestÃ©ron,1063
1064,75,Chemin de Saint Marc,06130,Grasse,1064
1065,47,Avenue Joseph Durandy,06200,Nice,1065
1066,6,Rue PairoliÃ¨re,06300,Nice,1066
1067,20,Rue des Orangers,06110,Le Cannet,1067
1068,62,Cal de Spagnol Soubran,06200,Nice,1068
1069,32,Route du Val de Gorbio,06500,Menton,1069
1070,28,Avenue du Parc,06370,Mouans-Sartoux,1070
1071,27,Chemin des Berenguiers,06530,Peymeinade,1071
1072,6,Rue d'Italie,06000,Nice,1072
1073,14,Avenue du Collet,06670,Saint-Blaise,1073
1074,9,Chemin du Suillet,06500,Menton,1074
1075,453,Route de Bellet,06200,Nice,1075
1076,7,chemin du rabeiran,06650,Le Rouret,1076
1077,85,Avenue MarÃ©chal Lyautey,06000,Nice,1077
1078,1939,Route de Levens,06690,Tourrette-Levens,1078
1079,11,Route de Moulinet,06380,Sospel,1079
1080,2,Chemin du Castellaret,06240,Beausoleil,1080
1081,5,Avenue Max Maurey,06160,Antibes,1081
1082,11,Traverse BeausÃ©jour,06400,Cannes,1082
1083,18,Chemin des Sources,06250,Mougins,1083
1084,2,Rue de l'Eglise,06390,Berre-les-Alpes,1084
1085,134,Avenue de l'Oliveraie,06500,Menton,1085
1086,23,Rue de France,06000,Nice,1086
1087,1504,Moyenne Corniche des Pugets,06700,Saint-Laurent-du-Var,1087
1088,171,Chemin du Claoux Inferieur,06140,Vence,1088
1089,694,Avenue du Docteur Maurice Donat,06250,Mougins,1089
1090,318,Avenue de la Valmasque,06250,Mougins,1090
1091,318,Chemin du Baudaric,06390,Contes,1091
1092,73,Avenue de Vallauris,06400,Cannes,1092
1093,23,Hameau Saint Michel,06380,Sospel,1093
1094,1071,Chemin de la LÃ©vade,06550,La Roquette-sur-Siagne,1094
1095,5,Avenue du Grand PrÃ©,06400,Cannes,1095
1096,22,Impasse des Jacinthes,06800,Cagnes-sur-Mer,1096
1097,11,Rue du Pont de France,06910,RoquestÃ©ron,1097
1098,14,Rue Lacour,06400,Cannes,1098
1099,8,Avenue Jeanne d'Arc,06160,Antibes,1099
1100,164,Route de PÃ©gomas,06130,Grasse,1100
1101,18,Avenue Alphonse Daudet,06130,Grasse,1101
1102,56,Boulevard Napoleon III,06200,Nice,1102
1103,881,Ancien Chemin de Saint Vallier,06530,Saint-CÃ©zaire-sur-Siagne,1103
1104,191,impasse du puits fleuri,06570,Saint-Paul-de-Vence,1104
1105,1835,Chemin des Fumerates,06570,Saint-Paul-de-Vence,1105
1106,73,Route de Saint-Pancrace,06100,Nice,1106
1107,637,Avenue du MarÃ©chal de Lattre de Tassigny,06360,Ãˆze,1107
1108,16,Boulevard Dominique Durandy,06230,Saint-Jean-Cap-Ferrat,1108
1109,56,Route de France,06800,Cagnes-sur-Mer,1109
1110,15,Avenue de Reims,06100,Nice,1110
1111,8,Chemin de la Noix,06240,Beausoleil,1111
1112,434,Chemin RenÃ© Pouchol,06670,Levens,1112
1113,37,Route du ChÃ¢teau.,06260,Saint-Antonin,1113
1114,57,Chemin de Frayere,06650,Le Rouret,1114
1115,15,Chemin des Combes,06650,Le Rouret,1115
1116,20,Rue du 4 Septembre,06260,Puget-ThÃ©niers,1116
1117,3,Rue Latour-Maubourg,06400,Cannes,1117
1118,12,Rue de Massingy,06000,Nice,1118
1119,113,Boulevard Schley,06130,Grasse,1119
1120,43,Chemin de Sainte-Colombe,06800,Cagnes-sur-Mer,1120
1121,14,Chemin rural dit de Mauvarre,06400,Cannes,1121
1122,16,Rue du Rocher,06560,Valbonne,1122
1123,13,Route Nationale,06440,Blausasc,1123
1124,36,Chemin de Chautard,06530,Saint-CÃ©zaire-sur-Siagne,1124
1125,5,Impasse des Roses,06110,Le Cannet,1125
1126,776,Chemin des Brusquets,06600,Antibes,1126
1127,5,Les Hauts de Vaugrenier,06270,Villeneuve-Loubet,1127
1128,3,Place Placa Do Castel,06390,Coaraze,1128
1129,341,Voie Julia,06220,Vallauris,1129
1130,331,Chemin des Cades,06210,Mandelieu-la-Napoule,1130
1131,9,Rue du 11 Novembre,06370,Mouans-Sartoux,1131
1132,6,Rue Esprit Violet,06400,Cannes,1132
1133,5,Avenue Docteur Raymond Picaud,06400,Cannes,1133
1134,160,Chemin de la Madone,06670,Levens,1134
1135,25,Avenue Corniche dâ€™Or,06590,ThÃ©oule-sur-Mer,1135
1136,245,Chemin de Valbois,06330,Roquefort-les-Pins,1136
1137,9,Ruelle Gallean,06390,ChÃ¢teauneuf-Villevieille,1137
1138,106,Rue du Bas Asinas,06750,SÃ©ranon,1138
1139,409,Chemin de lâ€™Alamana,06500,Sainte-AgnÃ¨s,1139
1140,2105,Corniche AndrÃ© Tardieu,06500,Menton,1140
1141,1400,Route de Saint-vallier,06530,SpÃ©racÃ¨des,1141
1142,692,avenue de provence,06650,Le Rouret,1142
1143,27,Rue Gounod,06000,Nice,1143
1144,355,Route du Collet de Merlette,06690,Tourrette-Levens,1144
1145,20,Voie du Mas Del Sol,06340,La TrinitÃ©,1145
1146,12,Rue du Four Inferieur,06440,LucÃ©ram,1146
1147,29,Rue Saint-michel,06500,Menton,1147
1148,4,Boulevard Imperatrice Eugenie,06200,Nice,1148
1149,781,Chemin de Montfort,06480,La Colle-sur-Loup,1149
1150,1146,Chemin de la Gorghetta,06670,Levens,1150
1151,627,Chemin des Rochettes,06390,Contes,1151
1152,10,Rue de Villeneuve,06800,Cagnes-sur-Mer,1152
1153,2,Rue Cais de Gilette,06300,Nice,1153
1154,1,Avenue Alfred de Musset,06100,Nice,1154
1155,76,Avenue des Pins du Cap,06160,Antibes,1155
1156,1000,Route de saint BarnabÃ©,06140,Coursegoules,1156
1157,14,Rue du Cros,06110,Le Cannet,1157
1158,4,Chemin privÃ© dit des Caraires,06400,Cannes,1158
1159,6,Impasse du Baou,06310,Beaulieu-sur-Mer,1159
1160,48,Avenue Jacques - Yves Cousteau,06270,Villeneuve-Loubet,1160
1161,2419,Route des Serres,06570,Saint-Paul-de-Vence,1161
1162,95,Val dâ€™Azur Jardins Emilie,06270,Villeneuve-Loubet,1162
1163,33,Impasse des Oeillets,06800,Cagnes-sur-Mer,1163
1164,81,Chemin des Puits,06530,Peymeinade,1164
1165,1,Rue Edouard Sartorio,06220,Vallauris,1165
1166,566,Chemin du Cros,06450,Saint-Martin-VÃ©subie,1166
1167,18,Avenue de la Pastorelle,06200,Nice,1167
1168,37,Avenue Alphonse Daudet,06250,Mougins,1168
1169,73,Chemin de la Colle,06160,Antibes,1169
1170,104,impasse des genÃªts,06650,Le Rouret,1170
1171,13,Avenue de la Paganette,06600,Antibes,1171
1172,2,Avenue de la Siagne,06530,Saint-CÃ©zaire-sur-Siagne,1172
1173,280,Chemin des Bas Campons,06480,La Colle-sur-Loup,1173
1174,66,Avenue Baccarat,06130,Grasse,1174
1175,6,Place Joseph Pallanca,06550,La Roquette-sur-Siagne,1175
1176,111,Promenade de la Foret,06550,La Roquette-sur-Siagne,1176
1177,1835,Chemin des Moulins,06530,Le Tignet,1177
1178,330,Chemin des GenÃªts,06530,Saint-CÃ©zaire-sur-Siagne,1178
1179,54,Chemin de Font Martine,06560,Valbonne,1179
1180,3,la Fontaine,06130,Grasse,1180
1181,3856,Rue de la Madone,06450,La BollÃ¨ne-VÃ©subie,1181
1182,10,Rue de Rivoli,06000,Nice,1182
1183,3,Chemin de l'Avarie,06810,Auribeau-sur-Siagne,1183
1184,242,Chemin de Leouse,06220,Vallauris,1184
1185,33,Route de Menton,06320,La Turbie,1185
1186,106,Quartier la Vasta InfÃ©rieure,06380,Sospel,1186
1187,238,Chemin du Refuge,06250,Mougins,1187
1188,9,Chemin du Siaresq,06650,Opio,1188
1189,21,Impasse des Santolines,06530,Le Tignet,1189
1190,19,Rue du Seigneur Haroum,06500,Sainte-AgnÃ¨s,1190
1191,5,Chemin des Plateaux Fleuris,06800,Cagnes-sur-Mer,1191
1192,27,Rue du Bosquet,06150,Cannes,1192
1193,35,Avenue des Sources,06270,Villeneuve-Loubet,1193
1194,5,Chemin des Rosiers,06800,Cagnes-sur-Mer,1194
1195,446,Avenue Colonel MeyÃ¨re,06140,Vence,1195
1196,19,Rue Andre Pourcel,06530,SpÃ©racÃ¨des,1196
1197,85,Avenue de Rimiez,06100,Nice,1197
1198,22,Avenue Mottet,06130,Grasse,1198
1199,14,Place Jules Muraire,06910,Le Mas,1199
1200,406,les Vignes,07300,Plats,1200
1201,170,Route de Prost,07340,FÃ©lines,1201
1202,663,Route de Labeaume,07120,Labeaume,1202
1203,1544,Route de Serrepuy,07190,Albon-d'ArdÃ¨che,1203
1204,262,avenue du Ruissol,07000,Veyras,1204
1205,17,Grande Rue,07130,Cornas,1205
1206,1066,Route de st AndrÃ©,07460,Beaulieu,1206
1207,35,Rue du Four,07440,Champis,1207
1208,345,Route de Manoulier,07190,Saint-Sauveur-de-Montagut,1208
1209,44,La Pierre Veronique,07430,Colombier-le-Cardinal,1209
1210,8,Allee des Mimosas,07800,Saint-Georges-les-Bains,1210
1211,155,Rue Serre du Moulin,07320,Saint-AgrÃ¨ve,1211
1212,14,Rue de Bourgville,07100,Annonay,1212
1213,9,Chemin de Coucadou,07360,DuniÃ¨re-sur-Eyrieux,1213
1214,287,Rue Christophe Colomb,07430,DavÃ©zieux,1214
1215,57,Route de la Paranclaouze,07590,Saint-Laurent-les-Bains-Laval-d'Aurelle,1215
1216,40,Rue du Parc,07360,Saint-Fortunat-sur-Eyrieux,1216
1217,520,Rue AndrÃ© Malraux,07500,Guilherand-Granges,1217
1218,30,Route des Chataigniers,07340,Vinzieux,1218
1219,435,Route de VÃ©zias,07120,Grospierres,1219
1220,15,Rue Ferdinand Pin,07100,Annonay,1220
1221,643,Route de Hugon,07140,Malarce-sur-la-Thines,1221
1222,685,Grande Rue,07410,Saint-Victor,1222
1223,295,Chemin des Plots Hauts,07380,Prades,1223
1224,3270,Route de Jaujac,07380,Prades,1224
1225,1615,Route dâ€™Ales,07200,Lachapelle-sous-Aubenas,1225
1226,11,Chemin de Chazeaux,07430,Savas,1226
1227,390,Rue de la Tour,07120,Labeaume,1227
1228,22,Rue Etienne Frachon,07100,Annonay,1228
1229,53,Place des Capucins Saint- Antoine,07170,Villeneuve-de-Berg,1229
1230,4005,chemin de freyssenet,07320,Rochepaule,1230
1231,10,Sources du Miandon 2,07100,Annonay,1231
1232,2,les BÃ©guettes,07440,Boffres,1232
1233,25,impasse de la prairie,07000,Saint-Priest,1233
1234,29,Avenue Victor Descours,07270,Lamastre,1234
1235,390,rue du village,07590,Saint-Alban-en-Montagne,1235
1236,35,Fourel,07290,Satillieu,1236
1237,2,rue du lieutenant-colonel meyrand,07340,Andance,1237
1238,2,Rue Marc Seguin,07200,Aubenas,1238
1239,6,Place de lâ€™Ecole,07700,Saint-RemÃ¨ze,1239
1240,470,Chemin de Trignan,07700,Saint-Martin-d'ArdÃ¨che,1240
1241,60,Chemin du Galant,07410,Colombier-le-Vieux,1241
1242,5370,hameau des freydiÃ¨res,07400,Meysse,1242
1243,55,Quartier la Sauvasse,07150,Vagnas,1243
1244,13,Chemin des Gras,07200,Aubenas,1244
1245,34,Chemin des Mazes,07150,Vallon-Pont-d'Arc,1245
1246,1000,Route de lâ€™Echelette,07170,Lussas,1246
1247,187,Chemin des Fumades,07140,Les Vans,1247
1248,412,Chemin du Haut Gras,07140,Les Vans,1248
1249,22,Chemin de Saint Paul,07200,Saint-Sernin,1249
1250,20,Rue Maurice Savin,07500,Guilherand-Granges,1250
1251,870,MontÃ©e des Carriers,07200,VogÃ¼Ã©,1251
1252,979,chemin de chaumely,07510,Cros-de-GÃ©orand,1252
1253,35,Rue Louis Pasteur,07000,Saint-Julien-en-Saint-Alban,1253
1254,26,Route de Pradons,07120,Ruoms,1254
1255,196,allÃ©e des platanes,07400,Meysse,1255
1256,272,Chemin du Villaret Haut,07560,Montpezat-sous-Bauzon,1256
1257,100,chemin de prÃ©fauriel,07240,ChÃ¢teauneuf-de-Vernoux,1257
1258,139,Rue des Assomptionnistes,07430,DavÃ©zieux,1258
1259,2,Impasse Joliette,07170,Lavilledieu,1259
1260,12,Place de la Republique,07000,Privas,1260
1261,10,Impasse Martial Deyres,07400,Le Teil,1261
1262,478,Rue du ChÃ¢teau,07590,Saint-Ã‰tienne-de-LugdarÃ¨s,1262
1263,123,Route de Barjac,07460,Saint-Sauveur-de-CruziÃ¨res,1263
1264,1,Rue Garibaldi,07400,Le Teil,1264
1265,535,Chemin du Silhol,07120,Saint-Alban-Auriolles,1265
1266,877,Avenue Pierre Mendes France,07350,Cruas,1266
1267,475,Route de Vallon,07700,Saint-RemÃ¨ze,1267
1268,27,Rue des Alpes,07800,Charmes-sur-RhÃ´ne,1268
1269,451,Chemin du Vivier,07140,Les Salelles,1269
1270,1,Vidal,07160,Saint-Michel-d'Aurance,1270
1271,7,Allee des GÃ©raniums,07800,Saint-Georges-les-Bains,1271
1272,140,Chemin de Planchier,07190,Saint-Sauveur-de-Montagut,1272
1273,11,Place de l'Eglise,07240,Vernoux-en-Vivarais,1273
1274,1002,Route du Grand PrÃ©,07100,Roiffieux,1274
1275,2428,route d'usclades,07510,Cros-de-GÃ©orand,1275
1276,17,Place de la Mairie,07700,Saint-RemÃ¨ze,1276
1277,651,route ImpÃ©riale,07000,Veyras,1277
1278,29,Avenue Jean-claude Dupau,07250,Le Pouzin,1278
1279,3605,route de mars,07310,Saint-Julien-d'Intres,1279
1280,2,Place du Marche,07300,Saint-Jean-de-Muzols,1280
1281,135,Chemin du Petit Bayle,07410,Saint-Victor,1281
1282,19,Lotissement Beauregard,07100,Annonay,1282
1283,195,Chemin des Moulines,07200,Saint-Ã‰tienne-de-Fontbellon,1283
1284,29,Avenue HÃ©lÃ¨ne de Tournon,07300,Tournon-sur-RhÃ´ne,1284
1285,19,Route de la Manufacture Royale,07200,Ucel,1285
1286,9,Rue de la Couleyre,07130,Cornas,1286
1287,38,Rue Pierre Curie,07500,Guilherand-Granges,1287
1288,10,Rue Jean Mermoz,07200,Aubenas,1288
1289,90,Chemin de la Petite Prat,07270,Saint-Basile,1289
1290,1464,Route de Royol,07410,Saint-Victor,1290
1291,205,chemin saint agnÃ¨s,07220,Larnas,1291
1292,152,Le Village,07290,Saint-Jeure-d'Ay,1292
1293,10,rue du terral,07220,Saint-Montan,1293
1294,10,Chemin du Chaussay,07400,ValvignÃ¨res,1294
1295,295,Route de Balais,07340,Talencieux,1295
1296,40,Impasse Saint Joseph,07700,Saint-Just-d'ArdÃ¨che,1296
1297,445,Chemin de Fontenouille,07110,Vinezac,1297
1298,145,Chemin de la MalotiÃ¨re,07700,Saint-Marcel-d'ArdÃ¨che,1298
1299,2709,Route de Reynier,07240,Silhac,1299
1300,346,Chemin de Ternis,07000,Privas,1300
1301,122,Rue de la Republique,07400,Le Teil,1301
1302,24,AllÃ©e des GenÃ¨vriers,07700,Bourg-Saint-AndÃ©ol,1302
1303,1435,route du pradal,07310,Saint-Martial,1303
1304,25,Chemin du Pigeonnier,07330,Mayres,1304
1305,29,Rue des Farlots,07590,Le Plagnal,1305
1306,376,chemin de la tuilerie,07460,Berrias-et-Casteljau,1306
1307,8,Place Antoine du Roure,07200,Lachapelle-sous-Aubenas,1307
1308,12,Rue de lâ€™HÃ´pital,07300,Tournon-sur-RhÃ´ne,1308
1309,3,Rue dâ€™Ezige,07800,Charmes-sur-RhÃ´ne,1309
1310,5,Avenue du Vivarais,07370,Sarras,1310
1311,10,Rue des Vergers,07300,Glun,1311
1312,40,Impasse des Cabrettes,07270,Saint-Basile,1312
1313,362,Chemin de la Roche,07380,Jaujac,1313
1314,505,Rue Perdigon,07660,LespÃ©ron,1314
1315,343,Chemin du Belvezet,07700,Saint-RemÃ¨ze,1315
1316,161,Impasse du Pont de Fonte,07210,Baix,1316
1317,1595,Route de Morel,07430,Saint-Cyr,1317
1318,20,Rue de la Forge,07590,Cellier-du-Luc,1318
1319,175,Impasse des Alliers,07110,Vinezac,1319
1320,155,Route de la Graillerie,07110,Laurac-en-Vivarais,1320
1321,8,Chemin du Gaz,07200,Aubenas,1321
1322,944,Route de Champesteve,07210,Saint-Lager-Bressac,1322
1323,3185,Route d'Oubreyts,07600,Vals-les-Bains,1323
1324,250,Chemin de la Basse BrugÃ¨re,07140,Les Salelles,1324
1325,33,Hameau de Girondy,07300,Tournon-sur-RhÃ´ne,1325
1326,465,Route de Balayn,07410,Saint-FÃ©licien,1326
1327,1,Impasse Croix Saint Martin,07200,Ucel,1327
1328,12,Rue du MarÃ©chal Suchet,07110,LargentiÃ¨re,1328
1329,25,Rue des Lauriers,07320,Saint-AgrÃ¨ve,1329
1330,1027,Route du Rieutord,07210,Saint-Vincent-de-BarrÃ¨s,1330
1331,55,Chemin des Sausses,07380,Jaujac,1331
1332,736,Route de Saint Cierge la Serre,07800,Saint-Laurent-du-Pape,1332
1333,52,Rue des Ecoles,07190,Saint-Sauveur-de-Montagut,1333
1334,2,Place de la Paix,07130,Saint-PÃ©ray,1334
1335,4,Route de Noirols,07160,Le Cheylard,1335
1336,221,Chemin du Serre,07230,LablachÃ¨re,1336
1337,4355,Route du Doux,07410,Colombier-le-Vieux,1337
1338,50,Chemin Saint Denis,07100,Annonay,1338
1339,55,Place de la Saint Jean,07140,Les Vans,1339
1340,27,Route de Pradons,07120,Ruoms,1340
1341,1,Le Fabre,07110,Laboule,1341
1342,8,Rue de Cize,07340,Andance,1342
1343,431,Route du Chateau,07400,Saint-Martin-sur-Lavezon,1343
1344,81,Descente de la Source,07240,Saint-Apollinaire-de-Rias,1344
1345,6,Avenue Marcel Nicolas,07250,Le Pouzin,1345
1346,8,Chemin des Combasses,07170,Lussas,1346
1347,24,Rue du Luol,07200,Saint-Privat,1347
1348,250,Rue des Portes de lâ€™Ardeche,07460,Saint-Paul-le-Jeune,1348
1349,1426,route du cayre,07510,Cros-de-GÃ©orand,1349
1350,70,Route du Tanargue,07110,Sanilhac,1350
1351,2,Route des Vignes,07800,Beauchastel,1351
1352,21,Rue de la Calade,07800,Charmes-sur-RhÃ´ne,1352
1353,4244,grand route viviers-bourg,07220,Saint-Montan,1353
1354,71,rue de la fontaine couverte,07400,Meysse,1354
1355,415,Chemin de Peyrot,07290,Quintenas,1355
1356,170,Chemin des Egaux,07270,Empurany,1356
1357,3,Place du Village,07300,Cheminas,1357
1358,154,Rue Centrale,07340,Peaugres,1358
1359,73,Rue du Petit Bois,07120,Ruoms,1359
1360,925,Route de la Duniere,07240,Saint-Jean-Chambre,1360
1361,59,Avenue du 8 Mai 1945,07370,Sarras,1361
1362,11,Rue de la Lombardiere,07100,Annonay,1362
1363,39,Rue de Sarcelle,07430,DavÃ©zieux,1363
1364,25,Route de Noirols,07160,Le Cheylard,1364
1365,4,Rue Oscar Saint-prix,07130,Saint-PÃ©ray,1365
1366,180,Impasse LÃ©li,07170,Lavilledieu,1366
1367,124,Impasse Chardonnay,07150,Vallon-Pont-d'Arc,1367
1368,2,Calade de la Marthe,07200,Ailhon,1368
1369,81,Rue du 19 mars 1962,07000,Flaviac,1369
1370,85,Impasse de Rouvery,07460,Beaulieu,1370
1371,178,chemin des vernes,07460,Berrias-et-Casteljau,1371
1372,735,Rue du Docteur Tourasse,07320,Saint-AgrÃ¨ve,1372
1373,1471,Avenue Sadi Carnot,07500,Guilherand-Granges,1373
1374,43,Rue Neuve,07700,Bourg-Saint-AndÃ©ol,1374
1375,30,Les Longes,07470,Coucouron,1375
1376,7,Quai Rene Revollat,07250,Le Pouzin,1376
1377,366,Avenue de la RÃ©publique,07500,Guilherand-Granges,1377
1378,520,impasse de rÃ©au,07310,Saint-Julien-d'Intres,1378
1379,1650,Chemin du Haut Darbousset,07700,Bourg-Saint-AndÃ©ol,1379
1380,765,chemin de la chareyrade,07380,La Souche,1380
1381,4,Place de lâ€™HÃ´tel de Ville,07700,Saint-Marcel-d'ArdÃ¨che,1381
1382,713,Route de Brezon,07340,FÃ©lines,1382
1383,375,Impasse du Ranc du Prieur,07190,Saint-Ã‰tienne-de-Serre,1383
1384,292,Route du Flacher,07210,ChomÃ©rac,1384
1385,42,Rue du PrieurÃ©,07340,Vinzieux,1385
1386,2,Impasse du Gabelu,07200,Saint-Privat,1386
1387,330,Avenue Francois Boissel,07260,Joyeuse,1387
1388,275,chemin de la CarriÃ¨re,07000,Veyras,1388
1389,10,Rue Marc Seguin,07200,Aubenas,1389
1390,27,Lotissement la Colline,07100,Annonay,1390
1391,380,Chemin dâ€™Andeol,07300,Tournon-sur-RhÃ´ne,1391
1392,37,Grande Rue,07220,Viviers,1392
1393,25,AllÃ©e de la Chifflette,07290,Saint-Romain-d'Ay,1393
1394,25,Rue du MarÃ©chal Leclerc,07120,Ruoms,1394
1395,1794,Route de Vente Cual,07110,LargentiÃ¨re,1395
1396,2,Chemin de-la Cambuse,07170,Lussas,1396
1397,3571,Chemin de Garel,07260,Joyeuse,1397
1398,13,Rue Marius et Edgard Argout,07200,LabÃ©gude,1398
1399,11,Montee de lâ€™Eglise,07690,Vocance,1399
1400,1,Place de lâ€™Eglise,08460,Signy-l'Abbaye,1400
1401,11,Route de Paris,08000,La Francheville,1401
1402,5,Rue de Valroy,08220,SÃ©vigny-Waleppe,1402
1403,9,Rue Cosson,08160,Chalandry-Elaire,1403
1404,139,Rue du Sugnon,08120,Bogny-sur-Meuse,1404
1405,130,Rue de Warcq,08000,Charleville-MÃ©ziÃ¨res,1405
1406,12,Rue Edmond Schneider,08090,Houldizy,1406
1407,24,Rue du Commerce,08350,Noyers-Pont-Maugis,1407
1408,27,Rue du Port,08800,Deville,1408
1409,68,Place du Gros Caillou,08150,Rimogne,1409
1410,24,Rue Jean-baptiste ClÃ©ment,08440,Vivier-au-Court,1410
1411,18,Avenue Roger Salengro,08330,Vrigne aux Bois,1411
1412,12,Place de l'Eglise,08200,Fleigneux,1412
1413,9,Rue Turenne,08130,Attigny,1413
1414,9,Rue Firmin Leguet,08500,Revin,1414
1415,7,Allee des Cerisiers,08140,Douzy,1415
1416,125,Rue des Paquis,08000,Charleville-MÃ©ziÃ¨res,1416
1417,19,Rue des Ecureuils,08000,La Francheville,1417
1418,7,Place d'Auchel,08170,Fumay,1418
1419,27,Les Poteries,08430,Jandun,1419
1420,49,Rue du GÃ©nÃ©ral Leclerc,08300,Coucy,1420
1421,7,Rue des Longues Royes,08110,Carignan,1421
1422,5,Rue des Vannelles,08120,Bogny-sur-Meuse,1422
1423,3,Lotissement des Jardins du Moulinet,08440,Vivier-au-Court,1423
1424,58,Rue Ã‰mile Nivelet,08000,Charleville-MÃ©ziÃ¨res,1424
1425,6,Rue Charles Leclerc,08350,Noyers-Pont-Maugis,1425
1426,1,Rue Madeleine Riberioux,08000,Charleville-MÃ©ziÃ¨res,1426
1427,7,Rue du Champ de Foire,08360,ChÃ¢teau-Porcien,1427
1428,2,Rue des Pins,08110,Blagny,1428
1429,16,Rue de l'Union,08440,Vivier-au-Court,1429
1430,4,La Folie,08370,Auflance,1430
1431,21,Rue du Baty,08600,Chooz,1431
1432,5,Cite de la Vieille Ville,08200,Givonne,1432
1433,6,Rue de la Noue,08370,Herbeuval,1433
1434,121,Rue du Trou Gigot,08170,Fumay,1434
1435,4,Rue Gambetta,08160,Nouvion-sur-Meuse,1435
1436,1067,Avenue d'Orzy,08500,Revin,1436
1437,22,Rue des GenÃªts,08700,Nouzonville,1437
1438,6,rue des aizes,08800,Thilay,1438
1439,26,Place de la Republique,08300,Rethel,1439
